Sexo;Duración del contrato o relación laboral;Edad;Periodo;Total
Mujeres;3 años o más;De 40 a 49 años;2020T1;20,1
Mujeres;3 años o más;De 40 a 49 años;2019T4;18,8
Mujeres;3 años o más;De 40 a 49 años;2019T3;18,1
Mujeres;3 años o más;De 40 a 49 años;2019T2;16,9
Mujeres;3 años o más;De 40 a 49 años;2019T1;17,8
Mujeres;3 años o más;De 40 a 49 años;2018T4;19,1
Mujeres;3 años o más;De 40 a 49 años;2018T3;17,2
Mujeres;3 años o más;De 40 a 49 años;2018T2;24,1
Mujeres;3 años o más;De 40 a 49 años;2018T1;26,9
Mujeres;3 años o más;De 40 a 49 años;2017T4;27,7
Mujeres;3 años o más;De 40 a 49 años;2017T3;24,2
Mujeres;3 años o más;De 40 a 49 años;2017T2;23,4
Mujeres;3 años o más;De 40 a 49 años;2017T1;26,2
Mujeres;3 años o más;De 40 a 49 años;2016T4;23,6
Mujeres;3 años o más;De 40 a 49 años;2016T3;21,3
Mujeres;3 años o más;De 40 a 49 años;2016T2;18,8
Mujeres;3 años o más;De 40 a 49 años;2016T1;23,7
Mujeres;3 años o más;De 50 a 59 años;2021T4;10,6
Mujeres;3 años o más;De 50 a 59 años;2021T3;9,1
Mujeres;3 años o más;De 50 a 59 años;2021T2;11,3
Mujeres;3 años o más;De 50 a 59 años;2021T1;9,1
Mujeres;3 años o más;De 50 a 59 años;2020T4;13,4
Mujeres;3 años o más;De 50 a 59 años;2020T3;16,2
Mujeres;3 años o más;De 50 a 59 años;2020T2;12,9
Mujeres;3 años o más;De 50 a 59 años;2020T1;12,3
Mujeres;3 años o más;De 50 a 59 años;2019T4;12,1
Mujeres;3 años o más;De 50 a 59 años;2019T3;7,3
Mujeres;3 años o más;De 50 a 59 años;2019T2;7,5
Mujeres;3 años o más;De 50 a 59 años;2019T1;8,9
Mujeres;3 años o más;De 50 a 59 años;2018T4;8,7
Mujeres;3 años o más;De 50 a 59 años;2018T3;14,0
Mujeres;3 años o más;De 50 a 59 años;2018T2;16,9
Mujeres;3 años o más;De 50 a 59 años;2018T1;14,4
Mujeres;3 años o más;De 50 a 59 años;2017T4;8,9
Mujeres;3 años o más;De 50 a 59 años;2017T3;11,3
Mujeres;3 años o más;De 50 a 59 años;2017T2;11,0
Mujeres;3 años o más;De 50 a 59 años;2017T1;10,0
Mujeres;3 años o más;De 50 a 59 años;2016T4;11,5
Mujeres;3 años o más;De 50 a 59 años;2016T3;7,4
Mujeres;3 años o más;De 50 a 59 años;2016T2;9,3
Mujeres;3 años o más;De 50 a 59 años;2016T1;12,0
Mujeres;3 años o más;De 60 a 69 años;2021T4;1,9
Mujeres;3 años o más;De 60 a 69 años;2021T3;0,7
Mujeres;3 años o más;De 60 a 69 años;2021T2;1,7
Mujeres;3 años o más;De 60 a 69 años;2021T1;2,3
Mujeres;3 años o más;De 60 a 69 años;2020T4;2,5
Mujeres;3 años o más;De 60 a 69 años;2020T3;1,4
Mujeres;3 años o más;De 60 a 69 años;2020T2;1,9
Mujeres;3 años o más;De 60 a 69 años;2020T1;3,5
Mujeres;3 años o más;De 60 a 69 años;2019T4;4,1
Mujeres;3 años o más;De 60 a 69 años;2019T3;3,0
Mujeres;3 años o más;De 60 a 69 años;2019T2;2,2
Mujeres;3 años o más;De 60 a 69 años;2019T1;0,8
Mujeres;3 años o más;De 60 a 69 años;2018T4;3,8
Mujeres;3 años o más;De 60 a 69 años;2018T3;3,9
Mujeres;3 años o más;De 60 a 69 años;2018T2;3,1
Mujeres;3 años o más;De 60 a 69 años;2018T1;2,5
Mujeres;3 años o más;De 60 a 69 años;2017T4;2,3
Mujeres;3 años o más;De 60 a 69 años;2017T3;2,0
Mujeres;3 años o más;De 60 a 69 años;2017T2;1,7
Mujeres;3 años o más;De 60 a 69 años;2017T1;2,2
Mujeres;3 años o más;De 60 a 69 años;2016T4;3,5
Mujeres;3 años o más;De 60 a 69 años;2016T3;3,8
Mujeres;3 años o más;De 60 a 69 años;2016T2;3,4
Mujeres;3 años o más;De 60 a 69 años;2016T1;3,5
Mujeres;3 años o más;70 y más años;2021T4;0,8
Mujeres;3 años o más;70 y más años;2021T3;0,3
Mujeres;3 años o más;70 y más años;2021T2;0,3
Mujeres;3 años o más;70 y más años;2021T1;0,3
Mujeres;3 años o más;70 y más años;2020T4;..
Mujeres;3 años o más;70 y más años;2020T3;..
Mujeres;3 años o más;70 y más años;2020T2;..
Mujeres;3 años o más;70 y más años;2020T1;0,1
Mujeres;3 años o más;70 y más años;2019T4;..
Mujeres;3 años o más;70 y más años;2019T3;..
Mujeres;3 años o más;70 y más años;2019T2;..
Mujeres;3 años o más;70 y más años;2019T1;..
Mujeres;3 años o más;70 y más años;2018T4;0,2
Mujeres;3 años o más;70 y más años;2018T3;..
Mujeres;3 años o más;70 y más años;2018T2;..
Mujeres;3 años o más;70 y más años;2018T1;0,3
Mujeres;3 años o más;70 y más años;2017T4;..
Mujeres;3 años o más;70 y más años;2017T3;0,6
Mujeres;3 años o más;70 y más años;2017T2;..
Mujeres;3 años o más;70 y más años;2017T1;..
Mujeres;3 años o más;70 y más años;2016T4;..
Mujeres;3 años o más;70 y más años;2016T3;..
Mujeres;3 años o más;70 y más años;2016T2;..
Mujeres;3 años o más;70 y más años;2016T1;..
